CONSTITUENCY,ASSETS,LIABILITIES,NAME,WINNER,GENDER,AGE,VOTES RECEIVED,ELECTION RESULT,HAS CASES
KISHANGANJ,7262890,1908918,Akhtarul Iman,0,MALE,55,295029,3,1
KODARMA,97636939,3189066,ANNPURNA DEVI,1,FEMALE,50,753016,1,0
KODARMA,10951372,,BABU LAL MARANDI,0,MALE,61,297416,2,1
KODARMA,14941593,3514000,RAJ KUMAR YADAV,0,MALE,46,68207,3,1
KOKRAJHAR,13013994,175069,Naba Kumar Sarania,1,MALE,50,484560,1,1
KOKRAJHAR,44714985,,Pramila Rani Brahma,0,FEMALE,69,446774,2,0
KOKRAJHAR,15108266,,Urkhao Gwra Brahma,0,MALE,56,312435,3,0
KOKRAJHAR,5327404,200000,Sabda Ram Rabha,0,MALE,50,147118,4,0
KOLAR,174557500,19865690,S. MUNISWAMY,1,MALE,44,709165,1,1
KOLAR,329443821,143795090,K.H. MUNIYAPPA,0,MALE,71,499144,2,1
KOLHAPUR,95171892,10580414,Sanjay Sadashivrao Mandlik,1,MALE,54,749085,1,0
KOLHAPUR,663140000,135455000,Dhananjay Mahadik,0,MALE,47,478517,2,1
KOLHAPUR,964227,,Dr. Aruna Mohan Mali,0,FEMALE,37,63439,3,1
KOLKATA DAKSHIN,10308401,,Mala Roy,1,FEMALE,61,573119,1,1
KOLKATA DAKSHIN,13591332,831824,Chandra Kumar Bose,0,MALE,58,417927,2,1
KOLKATA DAKSHIN,12530997,3862405,Nandini Mukherjee,0,FEMALE,53,140275,3,0
KOLKATA DAKSHIN,447511958,187853701,Mita Chakraborty,0,FEMALE,44,42618,4,0
KOLKATA UTTAR,61176355,,BANDYOPADHYAY SUDIP,1,MALE,70,474891,1,1
KOLKATA UTTAR,24520871,2057496,RAHUL (BISWAJIT) SINHA,0,MALE,55,347796,2,1
KOLKATA UTTAR,7477775,1200000,KANINIKA BOSE (GHOSH),0,FEMALE,50,71080,3,1
KOLLAM,17500650,3270587,N.K.Premachandran,1,MALE,58,499677,1,1
KOLLAM,9463866,2800000,K.N.Balagopal,0,MALE,55,350821,2,1
KOLLAM,26550000,6400000,Adv.K.V.Sabu,0,MALE,57,103339,3,0
KOPPAL,28725791,22475333,KARADI SANGANNA AMARAPPA,1,MALE,64,586783,1,1
KOPPAL,84922164,38412374,K.RAJASHEKAR BASAVARAJ HITNAL,0,MALE,38,548386,2,0
KORAPUT,37587560,1217963,SAPTAGIRI SANKAR ULAKA,1,MALE,40,371129,1,0
KORAPUT,40617427,,KAUSALYA HIKAKA,0,FEMALE,33,367516,2,0
KORAPUT,41944825,4200000,JAYARAM PANGI,0,MALE,63,208398,3,0
KORAPUT,316000,,BHASKAR MUTUKA,0,MALE,61,35764,4,0
KORBA,150639697,,JYOTSNA CHARANDAS MAHANT,1,FEMALE,65,523310,1,0
KORBA,17097616,295672,JYOTI NAND DUBEY,0,MALE,52,497061,2,0
KOTA,48347737,,OM BIRLA,1,MALE,56,800051,1,1
KOTA,80157459,13137155,RAMNARAIN MEENA,0,MALE,75,520374,2,0
KOTTAYAM,26027478,495778,Thomas Chazhikadan,1,MALE,66,421046,1,0
KOTTAYAM,7361071,637399,V.N. Vasavan,0,MALE,64,314787,2,0
KOTTAYAM,27643705,4036712,Adv. P.C Thomas,0,MALE,68,155135,3,1
KOZHIKODE,12502009,3174805,M.K.RAGHAVAN,1,MALE,66,493444,1,1
KOZHIKODE,11915342,2079872,A.PRADEEP KUMAR,0,MALE,55,408219,2,1
KOZHIKODE,3524377,343064,Adv.PRAKASH BABU,0,MALE,39,161216,3,1
KRISHNAGIRI,121087979,66817959,Dr.A.CHELLAKUMAR,1,MALE,58,611298,1,1
KRISHNAGIRI,115619769,,K.P.MUNUSAMY,0,MALE,67,454533,2,0
KRISHNANAGAR,26495250,671138,MAHUA MOITRA,1,FEMALE,44,614872,1,0
KRISHNANAGAR,22072625,1603339,KALYAN CHAUBEY,0,MALE,40,551654,2,0
KRISHNANAGAR,14839130,290686,JHA SHANTANU,0,MALE,57,120222,3,1
KRISHNANAGAR,10054478,,INTAJ ALI SHAH,0,MALE,70,38305,4,0
KURNOOL,325914387,62070621,AYUSHMAN DOCTOR SANJEEV KUMAR,1,MALE,52,605462,1,0
KURNOOL,174762674,1450000,KOTLA JAYA SURYA PRAKASH REDDY,0,MALE,67,456395,2,0
KURNOOL,158831414,,AHMED ALI KHAN,0,MALE,42,36500,3,0
KURUKSHETRA,35785621,5720000,NAYAB SINGH,1,MALE,49,688629,1,0
KURUKSHETRA,126385687,704496,NIRMAL SINGH,0,MALE,66,304038,2,1
KURUKSHETRA,54861000,,SHASHI,0,FEMALE,59,75625,3,0
KURUKSHETRA,63059996,1748226,ARJUN SINGH CHAUTALA,0,MALE,26,60679,4,0
KUSHI NAGAR,21860780,316847,VIJAY KUMAR DUBEY,1,MALE,50,597039,1,1
KUSHI NAGAR,37474062,4000000,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,0,MALE,65,259479,2,0
KUSHI NAGAR,295474005,,KUNWER RATANJIT PRATAP NARAYAN SINGH,0,MALE,55,146151,3,0
LADAKH,981904,,Jamyang Tsering Namgyal,1,MALE,33,42914,1,1
LADAKH,2729608,,Sajjad Hussain,0,MALE,37,31984,2,0
LADAKH,2729608,,Asgar Ali Karbalai,0,MALE,54,29365,3,0
LADAKH,58318908,8765000,Rigzin Spalbar,0,MALE,61,21241,4,0
LAKHIMPUR,14307978,5839285,PRADAN BARUAH,1,MALE,53,776406,1,0
LAKHIMPUR,51185000,,ANIL BORGOHAIN,0,MALE,51,425855,2,0
LAKSHADWEEP,938641,,MOHAMMED FAIZAL PP,1,MALE,43,22851,1,1
LAKSHADWEEP,95047817,445771,HAMDULLAH SAYEED,0,MALE,36,22028,2,0
LAKSHADWEEP,49783111,2887460,DR. MOHAMMED SADIQUE KP,0,MALE,64,1342,3,0
LALGANJ,88451770,,Sangeeta Azad,1,FEMALE,44,518820,1,0
LALGANJ,46688371,4550000,Neelam Sonker,0,FEMALE,43,357223,2,1
LATUR,286478302,100250602,Sudhakar Tukaram Shrangare,1,MALE,57,661495,1,0
LATUR,125045318,19268169,Kamant Machhindra Gunwantrao,0,MALE,59,372384,2,0
LATUR,14323873,540000,Ram Garkar,0,MALE,59,112255,3,0
LOHARDAGA,12947303,525000,SUDARSHAN BHAGAT,1,MALE,52,371595,1,0
LOHARDAGA,21094142,3935029,SUKHDEO BHAGAT,0,MALE,57,361232,2,1
LUCKNOW,51492709,,Rajnath Singh,1,MALE,67,633026,1,0
LUCKNOW,1935459756,284863762,Poonam Shatrughan Sinha,0,FEMALE,68,285724,2,1
LUCKNOW,49765383,,Acharya Pramod Krishnam,0,MALE,56,180011,3,0
LUDHIANA,54281096,3331266,RAVNEET SINGH BITTU,1,MALE,43,383795,1,1
LUDHIANA,123412923,12443000,SIMARJEET SINGH BAINS,0,MALE,48,307423,2,1
LUDHIANA,41621765,,MAHESHINDER SINGH GREWAL,0,MALE,69,299435,3,0
MACHHLISHAHR,259027394,11194163,Bholanath (B.P. Saroj),1,MALE,58,488397,1,0
MACHHLISHAHR,102095537,11700000,Tribhuvan Ram (T.Ram),0,MALE,70,488216,2,1
MACHILIPATNAM,990575840,746310844,BALASHOWRY VALLABHANENI,1,MALE,50,572850,1,1
MACHILIPATNAM,58649214,16809408,KONAKALLA NARAYANA RAO,0,MALE,68,512612,2,0
MACHILIPATNAM,100800000,37600000,BANDREDDI RAMAKRISHNA,0,MALE,44,113442,3,0
MADHA,1275160578,896315287,Ranjeetsinha Hindurao Naik- Nimbalkar,1,MALE,42,586314,1,1
MADHA,493306415,112417440,Sanjaymama Vitthalrao Shinde,0,MALE,50,500550,2,1
MADHA,19159126,1606630,Adv. Vijayrao More,0,MALE,78,51532,3,1
MADHEPURA,37420953,700000,Dinesh Chandra Yadav,1,MALE,67,624334,1,1
MADHEPURA,81533690,,Sharad Yadav,0,MALE,71,322807,2,1
MADHEPURA,119543561,17695194,Rajesh Ranjan @ Pappu Yadav,0,MALE,51,97631,3,1
MADHUBANI,46699125,7892847,ASHOK KUMAR YADAV,1,MALE,49,595843,1,1
MADHUBANI,1169783,,BADRI KUMAR PURBEY,0,MALE,46,140903,2,1
MADHUBANI,30046633,900000,DR. SHAKEEL AHMAD,0,MALE,63,131530,3,1
MADURAI,1811456,,VENKATESAN S,1,MALE,49,447075,1,0
MADURAI,32239213,8700000,RAJ SATYEN V.V.R,0,MALE,36,307680,2,0
MADURAI,401171,40000,DAVID ANNADURAI K,0,MALE,42,85747,3,1
MADURAI,6297227,4676374,ALAGAR M,0,MALE,52,85048,4,0
MADURAI,175000,,PANDIAMMAL J,0,FEMALE,38,42901,5,0
MAHABUBABAD,19731269,1252068,Kavitha Malothu,1,FEMALE,39,462109,1,1
MAHABUBABAD,43570110,33600000,Balaram Naik Porika,0,MALE,55,315446,2,1
MAHARAJGANJ (UP),10451986,376000,PANKAJ CHOUDHARY,1,MALE,54,726349,1,1
MAHARAJGANJ (BIH),10451986,376000,"Janardan Singh 'Sigriwal""",1,MALE,55,546352,1,1
MAHARAJGANJ (UP),82263380,,AKHILESH,0,MALE,55,385925,2,1
MAHARAJGANJ (BIH),39112311,6266511,Randhir Kumar Singh,0,MALE,36,315580,2,1
MAHARAJGANJ (UP),85042997,7395000,SUPRIYA SHRINATE,0,FEMALE,41,72516,3,0
MAHASAMUND,17591683,1383014,CHUNNI LAL SAHU,1,MALE,51,616580,1,0
MAHASAMUND,92123717,106791,DHANENDRA SAHU,0,MALE,66,526069,2,0
MAHBUBNAGAR,63353123,4569251,MANNE SRINIVAS REDDY,1,MALE,60,411402,1,0
MAHBUBNAGAR,788398644,51670191,ARUNA D.K,0,FEMALE,59,333573,2,1
MAHBUBNAGAR,15759063,1722846,CHALLA VAMSHI CHAND REDDY,0,MALE,38,193631,3,1
MAHESANA,440308300,7477793,SHARDABEN ANILBHAI PATEL,1,FEMALE,71,659525,1,0
MAHESANA,698773712,96220673,A. J. Patel,0,MALE,73,378006,2,0
MAINPURI,205604593,22055657,MULAYAM SINGH YADAV,1,MALE,79,524926,1,1
MAINPURI,26146972,,PREM SINGH SHAKYA,0,MALE,60,430537,2,0
MALAPPURAM,52932535,,P.K. Kunhalikutty,1,MALE,67,589873,1,1
MALAPPURAM,5438969,,V.P. Sanu,0,MALE,30,329720,2,1
MALAPPURAM,12100000,,Unnikrishnan,0,MALE,54,82332,3,0
MALDAHA DAKSHIN,270959520,728107,ABU HASEM KHAN CHOWDHURY (DALU),1,MALE,72,444270,1,0
MALDAHA DAKSHIN,10132939,2840000,SREERUPA MITRA CHAUDHURY,0,FEMALE,54,436048,2,1
MALDAHA DAKSHIN,13573609,,MD. MOAZZEM HOSSAIN,0,MALE,63,351353,3,0
MALDAHA UTTAR,10232439,1070914,KHAGEN MURMU,1,MALE,59,509524,1,1
MALDAHA UTTAR,14786683,386896,MAUSAM NOOR,0,FEMALE,39,425236,2,1
MALDAHA UTTAR,8613504,354254,ISHA KHAN CHOUDHURY,0,MALE,47,305270,3,0
MALDAHA UTTAR,10978779,,BISWANATH GHOSH,0,MALE,69,50401,4,1
MALKAJGIRI,245357182,27807304,ANUMULA REVANTH REDDY,1,MALE,51,603748,1,1
MALKAJGIRI,567940114,91408506,RAJASHEKAR REDDY MARRI,0,MALE,50,592829,2,0
MALKAJGIRI,25940000,6100000,RAMCHANDER RAO NARAPARAJU,0,MALE,59,304282,3,1
MANDI,15724337,783963,RAM SWAROOP SHARMA,1,MALE,60,647189,1,0
MANDI,48523665,16286033,AASHRAY SHARMA,0,MALE,32,241730,2,0
MANDLA,26702373,1000075,FAGGAN SINGH KULASTE,1,MALE,59,737266,1,0
MANDLA,3182853,,KAMAL SINGH MARAVI,0,MALE,58,639592,2,1
MANDSOUR,90908944,799283,Sudheer Gupta,1,MALE,59,847786,1,1
MANDSOUR,6759260,,Meenakshi Natarajan,0,FEMALE,45,471052,2,0
MANDYA,234154139,14232295,SUMALATHA AMBAREESH,1,FEMALE,55,703660,1,0
MANDYA,740087761,353629176,NIKHIL KUMARASWAMY,0,MALE,31,577784,2,0
MANGALDOI,6206286,,DILIP SAIKIA,1,MALE,45,735469,1,0
MANGALDOI,126699173,,BHUBANESWAR KALITA,0,MALE,67,596924,2,0
MANGALDOI,4160000,155000,PRODEEP KUMAR DAIMARY,0,MALE,55,103870,3,0
MATHURA,2508270292,131288062,HEMA MALINI,1,FEMALE,70,671293,1,0
MATHURA,216820285,5708000,KUNWAR NARENDRA SINGH,0,MALE,66,377822,2,1
MATHURAPUR,10667304,,CHOUDHURY MOHAN JATUA,1,MALE,80,726828,1,0
MATHURAPUR,3592432,400000,SHYAMAPRASAD HALDER,0,MALE,46,522854,2,0
MATHURAPUR,6853079,,DR. SARAT CHANDRA HALDAR,0,MALE,42,92417,3,0
MAVAL,1023310134,416612,SHRIRANG APPA CHANDU BARNE,1,MALE,55,720663,1,1
MAVAL,201239333,93613295,PARTH AJIT PAWAR,0,MALE,29,504750,2,0
MAVAL,6525572,534788,RAJARAM NARAYAN PATIL,0,MALE,47,75904,3,0
MAVELIKKARA,12965129,982819,KODIKUNNIL SURESH,1,MALE,56,440415,1,1
MAVELIKKARA,3725488,953336,CHITTAYAM GOPAKUMAR,0,MALE,53,379277,2,0
MAVELIKKARA,4926063,400000,THAZHAVA SAHADEVAN,0,MALE,64,133546,3,0
MAYILADUTHURAI,13355095,215000,RAMALINGAM. S,1,MALE,74,599292,1,0
MAYILADUTHURAI,17159486,354102,ASAIMANI. S,0,MALE,64,337978,2,0
MAYILADUTHURAI,44415,,SENTHAMIZHAN. S,0,MALE,39,69030,3,1
MAYILADUTHURAI,525600,57500,SUBHASHINI. K,0,FEMALE,27,41056,4,0
MAYURBHANJ,2742000,400000,BISHWESWAR TUDU,1,MALE,54,483812,1,1
MAYURBHANJ,11842615,632703,DR DEBASHIS MARNDI,0,MALE,41,458556,2,0
MAYURBHANJ,28247881,7196331,ANJANI SOREN,0,FEMALE,47,135552,3,0
MEDAK,1266581773,268266203,Kotha Prabhakar Reddy,1,MALE,53,596048,1,0
MEDAK,121568484,38100000,Anil Kumar Gali,0,MALE,46,279621,2,1
MEDAK,126488701,6900000,Madavaneni Raghunandan Rao,0,MALE,54,201567,3,0
MEDINIPUR,4536462,,Dilip Ghosh,1,MALE,54,685433,1,1
MEDINIPUR,67663831,2600000,Manas Ranjan Bhunia,0,MALE,67,596481,2,0
MEERUT,13489377,1990094,RAJENDRA AGARWAL,1,MALE,68,586184,1,1
MEERUT,89793968,,HAJI MOHAMMAD YAQOOB,0,MALE,60,581455,2,1
MIRZAPUR,26900662,1805603,Anupriya Singh Patel,1,FEMALE,37,591564,1,1
MIRZAPUR,26572962,,Ramcharitra Nishad,0,MALE,54,359556,2,0
MIRZAPUR,79195975,2723790,Lalitesh Pati Tripathi,0,MALE,41,91501,3,1
MISRIKH,48771207,5735470,Ashok Kumar Rawat,1,MALE,52,534429,1,0
MISRIKH,39928000,300000,Dr Neelu Satyarthi,0,FEMALE,44,433757,2,0
MIZORAM,131201374,,C LALROSANGA,1,MALE,62,224286,1,0
MIZORAM,13499370,2500000,LALNGHINGLOVA HMAR,0,MALE,41,216146,2,0
MIZORAM,15655480,1016188,NIRUPAM CHAKMA,0,MALE,59,28707,3,0
MOHANLALGANJ,55530561,,Kaushal Kishore,1,MALE,59,629999,1,1
MOHANLALGANJ,83407710,6808934,C. L. Verma,0,MALE,49,539795,2,1
MOHANLALGANJ,9185305,,R. K. Chaudhary,0,MALE,60,60069,3,0
MORADABAD,55795546,500000,Dr. S.T. HASAN,1,MALE,60,649416,1,0
MORADABAD,102903614,600000,KUNWAR SARVESH KUMAR,0,MALE,67,551538,2,1
MORADABAD,31547689,10034039,IMRAN PRATAPGARHI,0,MALE,32,59198,3,0
MORENA,23062224,6689767,NARENDRA SINGH TOMAR,1,MALE,61,541689,1,1
MORENA,44669161,1052042,RAMNIWAS RAWAT,0,MALE,59,428348,2,1
MORENA,441032899,11599732,KARTAR SINGH BHADANA,0,MALE,61,129380,3,1
MUMBAI NORTH,157535232,21136135,Gopal Shetty,1,MALE,65,706678,1,1
MUMBAI NORTH,689063226,1894201,Urmila Matondkar,0,FEMALE,48,241431,2,0
MUMBAI NORTH CENTRAL,22242513,,POONAM MAHAJAN,1,FEMALE,38,486672,1,1
MUMBAI NORTH CENTRAL,962096603,36057947,DUTT PRIYA SUNIL,0,FEMALE,52,356667,2,0
MUMBAI NORTH CENTRAL,1000402,1709730,ABDUR REHMAN ANJARIA,0,MALE,46,33703,3,0
MUMBAI NORTH EAST,54661944,2048000,Manoj Kotak,1,MALE,46,514599,1,1
MUMBAI NORTH EAST,26109673,,Patil Sanjay Dina,0,MALE,50,288113,2,1
MUMBAI NORTH EAST,2927285,32490,Niharika Prakashchandra Khondalay,0,FEMALE,50,68239,3,0
MUMBAI NORTH WEST,105392000,4032000,Gajanan Kirtikar,1,MALE,75,570063,1,0
MUMBAI NORTH WEST,122093505,8399569,Sanjay Nirupam,0,MALE,54,309735,2,1
MUMBAI SOUTH,27181577,,Arvind Ganpat Sawant,1,MALE,67,421937,1,1
MUMBAI SOUTH,793200422,49681435,Deora Milind Murli,0,MALE,43,321870,2,0
MUMBAI SOUTH CENTRAL,18881363,7778954,Rahul Ramesh Shewale,1,MALE,47,424913,1,0
MUMBAI SOUTH CENTRAL,218952482,25590000,Eknath M. Gaikwad,0,MALE,79,272774,2,0
MUMBAI SOUTH CENTRAL,1250624308,237660077,Bhosale Sanjay Sushil,0,MALE,51,63412,3,1
MUNGER,88324866,7534918,RAJIV RANJAN SINGH ALIAS LALAN SINGH,1,MALE,65,528762,1,1
MUNGER,621659689,214610632,NILAM DEVI,0,FEMALE,48,360825,2,1
MURSHIDABAD,8926616,1350000,ABU TAHER KHAN,1,MALE,57,604346,1,1
MURSHIDABAD,8021988,,"ABU HENA, S/O - LATE ABDUS SATTAR",0,MALE,69,377929,2,0
MURSHIDABAD,36308374,4900000,HUMAYUN KABIR,0,MALE,56,247809,3,1
MURSHIDABAD,4893387,42492,BADARUDDOZA KHAN,0,MALE,64,180793,4,0
MUZAFFARNAGAR,15781189,2373645,Sanjeev Kumar Balyan,1,MALE,46,573780,1,1
MUZAFFARNAGAR,166125602,,Ajit Singh,0,MALE,78,567254,2,0
MUZAFFARPUR,298867486,15714320,Ajay Nishad,1,MALE,50,666878,1,1
MUZAFFARPUR,71600000,14100000,Raj Bhushan Choudhary,0,MALE,41,256890,2,0
MYSORE,18723762,6586698,PRATHAP SIMHA,1,MALE,42,688974,1,1
MYSORE,46434790,3500000,C.H.VIJAYASHANKAR,0,MALE,62,550327,2,0
NABARANGPUR,8100600,771000,RAMESH CHANDRA MAJHI,1,MALE,40,392504,1,0
NABARANGPUR,2347000,,PRADEEP KUMAR MAJHI,0,MALE,43,350870,2,1
NABARANGPUR,87471475,2621246,BALABHADRA MAJHI,0,MALE,57,342839,3,0
NAGALAND,128117474,18600000,Tokheho Yepthomi,1,MALE,62,500510,1,0
NAGALAND,370159329,,K L Chishi,0,MALE,75,484166,2,0
NAGAPATTINAM,4572837,1251381,SELVARAJ M,1,MALE,63,522892,1,0
NAGAPATTINAM,18492618,1429090,SARAVANAN M,0,MALE,41,311539,2,0
NAGAPATTINAM,315500,,SENGODI T,0,FEMALE,36,70307,3,1
NAGAPATTINAM,119000,55400,MALATHI P,0,FEMALE,25,51448,4,0
NAGARKURNOOL,10778684,,POTHUGANTI RAMULU,1,MALE,66,499672,1,0
NAGARKURNOOL,265782483,18800000,DR MALLU RAVI,0,MALE,68,309924,2,1
NAGARKURNOOL,51701683,886328,SHRUTHI BANGARU ALIAS BANGARU SHRUTHI,0,FEMALE,43,129021,3,0
NAGAUR,4218568,,HANUMAN BENIWAL,1,MALE,47,660051,1,0
NAGAUR,650650190,97090675,DR. JYOTI MIRDHA,0,FEMALE,47,478791,2,0
NAGINA,28659644,9062600,GIRISH CHANDRA,1,MALE,55,568378,1,1
NAGINA,66352887,900000,DR. YASHWANT SINGH,0,MALE,56,401546,2,0
NAGPUR,187916075,40729055,NITIN JAIRAM GADKARI,1,MALE,62,660221,1,1
NAGPUR,22160504,1155060,NANA PATOLE,0,MALE,56,444212,2,1
NAINITAL-UDHAMSINGH NAGAR,19699529,,Ajay Bhatt,1,MALE,57,772195,1,0
NAINITAL-UDHAMSINGH NAGAR,56735244,10712888,Harish Rawat,0,MALE,71,433099,2,1
NALANDA,29251651,2712389,Kaushlendra Kumar,1,MALE,60,540888,1,0
NALANDA,56786845,1129071,Ashok Kumar Azad,0,MALE,46,284751,2,0
NALGONDA,31501349,1200000,UTTAM KUMAR REDDY NALAMADA,1,MALE,55,526028,1,1
NALGONDA,943184220,208178829,VEMIREDDY NARASIMHA REDDY,0,MALE,63,500346,2,0
NALGONDA,184577651,21781741,GARLAPATI JITHENDRA KUMAR,0,MALE,61,52709,3,0
NAMAKKAL,485205173,18642484,CHINRAJ A.K.P,1,MALE,54,626293,1,0
NAMAKKAL,116009849,4281652,KALIAPPAN P,0,MALE,70,361142,2,0
NAMAKKAL,19918500,137800000,BASKAR B,0,MALE,44,38531,3,0
NAMAKKAL,6280106,260000,THANGAVELU R,0,MALE,57,30947,4,0
NANDED,52178606,594000,Prataprao Patil Chikhalikar,1,MALE,57,486806,1,0
NANDED,500037964,48525290,Ashok Shankarrao Chavan,0,MALE,60,446658,2,1
NANDED,8817999,2050000,Bhinge Yashpal Narsingrao,0,MALE,42,166196,3,0
NANDURBAR,271634532,15291251,Dr. Heena Vijaykumar Gavit,1,FEMALE,31,639136,1,0
NANDURBAR,45236068,3237933,Adv. K. C. Padavi,0,MALE,61,543507,2,0
NANDYAL,585932911,177035582,POCHA . BRAHMANANDA REDDY,1,MALE,60,720888,1,1
NANDYAL,348903562,68693655,MANDRA SIVANANDA REDDY,0,MALE,57,470769,2,0
NANDYAL,333760526,9594811,S.P.Y. REDDY,0,MALE,69,38871,3,1
NARASARAOPET,177710073,10142413,LAVU SRI KRISHNA DEVARAYALU,1,MALE,35,745557,1,0
NARASARAOPET,437940180,1233171,RAYAPATI SAMBASIVARAO,0,MALE,75,591555,2,0
NARASARAOPET,55264531,5468120,NAYUB KAMAL SHAIK,0,MALE,52,51008,3,0
NARSAPURAM,3259405378,1014467354,KANUMURU RAGHU RAMA KRISHNA RAJU,1,MALE,57,449234,1,1
NARSAPURAM,60940339,,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),0,MALE,48,416558,2,1
NARSAPURAM,367820773,21678798,NAGABABU KONIDELA,0,MALE,58,250802,3,0
NASHIK,146869996,41083126,Godse Hemant Tukaram,1,MALE,48,563599,1,1
NASHIK,654659863,130481204,Sameer Magan Bhujbal,0,MALE,45,271395,2,1
NASHIK,214414506,46737153,Adv. Kokate Manikrao Shivajirao,0,MALE,61,134527,3,1
NASHIK,9091869,,Pavan Chandrakant Pawar,0,MALE,38,109981,4,1
NAVSARI,446044269,56846658,C. R. Patil,1,MALE,64,972739,1,1
NAVSARI,31846750,1659481,PATEL DHARMESHBHAI BHIMBHAI,0,MALE,47,283071,2,0
NAWADA,176720167,4722200,Chandan Singh,1,MALE,36,495684,1,1
NAWADA,118431743,4849749,Vibha Devi,0,FEMALE,53,347612,2,0
NELLORE,2211663364,152281255,Adala Prabhakara Reddy,1,MALE,70,683830,1,0
NELLORE,1654392880,680973688,Beeda Masthan Rao,0,MALE,60,535259,2,0
NEW DELHI,361441689,7938378,MEENAKASHI LEKHI,1,FEMALE,51,504206,1,0
NEW DELHI,245732926,,AJAY MAKAN,0,MALE,55,247702,2,0
NEW DELHI,9594156,3285554,BRIJESH GOYAL,0,MALE,43,150342,3,0
NILGIRIS,49591024,1424914,"RAJA, A.",1,MALE,55,547832,1,1
NILGIRIS,12467318,,"THIYAGARAJAN, M.",0,MALE,59,342009,2,0
NILGIRIS,56013763,810218,"RAJENTHIRAN, N.",0,MALE,55,41169,3,0
NILGIRIS,44000,,"RAMASWAMY, M.",0,MALE,66,40419,4,0
NIZAMABAD,876930468,337580746,ARVIND DHARMAPURI,1,MALE,43,480584,1,1
NIZAMABAD,179382394,90723181,KALVAKUNTLA KAVITHA,0,FEMALE,41,409709,2,1
NIZAMABAD,362049049,3509798,MADHU GOUD YASKHI,0,MALE,61,69240,3,1
NORTH EAST DELHI,242817031,13618755,MANOJ TIWARI,1,MALE,47,787799,1,1
NORTH EAST DELHI,49285773,,SHEILA DIKSHIT,0,FEMALE,81,421697,2,0
NORTH EAST DELHI,5433393,,DILIP PANDEY,0,MALE,38,190856,3,1
NORTH GOA,65795623,1491387,SHRIPAD YESSO NAIK,1,MALE,66,244844,1,0
NORTH GOA,14393879,1758927,GIRISH RAYA CHODANKAR,0,MALE,52,164597,2,0
NORTH WEST DELHI,130937732,47897494,HANS RAJ HANS,1,MALE,57,848663,1,0
NORTH WEST DELHI,12853787,,GUGAN SINGH,0,MALE,70,294766,2,0
NORTH WEST DELHI,44456251,79000,RAJESH LILOTHIA,0,MALE,53,236882,3,0
NOWGONG,74143272,4011152,Pradyut Bordoloi,1,MALE,59,739724,1,0
NOWGONG,62717347,7224404,Sri Rupak Sharma,0,MALE,46,722972,2,0
ONGOLE,266583686,91302133,MAGUNTA SREENIVASULU REDDY,1,MALE,65,739202,1,0
ONGOLE,916836770,129414369,SIDDA RAGHAVA RAO,0,MALE,61,524351,2,0
OSMANABAD,50299295,10045858,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,1,MALE,35,596640,1,1
OSMANABAD,412022397,101327317,Ranajagjitsinha Padmasinha Patil,0,MALE,47,469074,2,1
OSMANABAD,45000,1100000,Arjun (Dada) Salgar,0,MALE,39,98579,3,1
OUTER MANIPUR,13709352,,Lorho S. Pfoze,1,MALE,59,363527,1,0
OUTER MANIPUR,16891558,,Houlim Shokhopao Mate,0,MALE,36,289745,2,0
OUTER MANIPUR,129198371,21839605,K. James,0,MALE,56,152510,3,1
OUTER MANIPUR,6663739,575332,Thangminlien Kipgen,0,MALE,64,30726,4,0
PALAKKAD,6356399,2709000,V K SREEKANDAN,1,MALE,49,399274,1,1
PALAKKAD,16762314,651136,M B RAJESH,0,MALE,48,387637,2,1
PALAKKAD,11298644,1448919,KRISHNAKUMAR C,0,MALE,48,218556,3,1
PALAMU,32273873,90922,VISHNU DAYAL RAM,1,MALE,68,755659,1,0
PALGHAR,87616920,30223375,Rajendra Dhedya Gavit,1,MALE,51,580479,1,0
PALGHAR,20285716,,Baliram Sukur Jadhav,0,MALE,63,491596,2,1
PALI,385111923,7278041,P. P. CHAUDHARY,1,MALE,65,900149,1,0
PALI,232556672,49047253,BADRIRAM JAKHAR,0,MALE,69,418552,2,0
PANCHMAHAL,10260663,1081611,Ratansinh Magansinh Rathod,1,MALE,59,732136,1,0
PANCHMAHAL,33436760,600000,Khant Vechatbhai Kuberbhai,0,MALE,68,303595,2,1
PARBHANI,41040011,4519583,JADHAV SANJAY (BANDU) HARIBHAU,1,MALE,52,538941,1,1
PARBHANI,52628119,4678811,RAJESH UTTAMRAO VITEKAR,0,MALE,39,496742,2,0
PARBHANI,19410000,,ALAMGIR MOHD. KHAN,0,MALE,37,149946,3,1
PASCHIM CHAMPARAN,199404885,67370030,DR. SANJAY JAISWAL,1,MALE,54,603706,1,1
PASCHIM CHAMPARAN,144190332,24507384,BRIJESH KUMAR KUSHWAHA,0,MALE,41,309800,2,1
PATALIPUTRA,29213467,1717310,RAM KRIPAL YADAV,1,MALE,58,509557,1,0
PATALIPUTRA,75613265,985079,MISHA BHARTI,0,FEMALE,42,470236,2,1
PATAN,47373221,5613860,DABHI BHARATSINHJI SHANKARJI,1,MALE,64,633368,1,0
